Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient
0.12346491228070175,0.19846491228070176,0.1482456140350877,0.16578947368421051,0.16293859649122808,0.16973684210526316,0.12443609022556391,0.2918859649122807,0.2607456140350877,0.2210526315789474,0.18311403508771928,0.23596491228070177,0.2236842105263158,0.12280701754385966,0.2168859649122807,0.26403508771929823,0.14473684210526316,0.24539473684210525,0.17280701754385963,0.1817982456140351,0.24166666666666667,0.1692982456140351,0.15263157894736842,0.23157894736842102,0.2642700501253133,0.1706140350877193,0.23280075187969926,0.23361528822055136,0.22697368421052633,0.1962719298245614
0.4257270693512304,0.5048266925817946,0.40304502753482346,0.4565121412803532,0.393018018018018,0.45783664459161144,0.33648691264585306,0.4041227229146692,0.4164473684210526,0.3642222222222222,0.3894039735099338,0.3463963963963964,0.36777777777777776,0.36469298245614035,0.3483443708609272,0.3655480984340045,0.4038730158730159,0.42905405405405406,0.319205298013245,0.3107305936073059,0.32406181015452534,0.40155555555555555,0.3942222222222222,0.3055187637969095,0.3951111111111111,0.39199999999999996,0.41434878587196466,0.40444444444444444,0.4038548752834467,0.3
0.4201388888888889,0.3826272577996716,0.29724137931034483,0.41879194630872485,0.3321678321678322,0.4150846915947587,0.3689189189189189,0.29194630872483224,0.32066666666666666,0.30114942528735633,0.36608751608751605,0.33773148148148147,0.4056689342403628,0.3864444444444445,0.3269406392694064,0.48121510673234813,0.32416107382550335,0.31478873239436617,0.41444444444444445,0.33145539906103283,0.34922737306843266,0.35759637188208615,0.41844444444444445,0.31927592954990214,0.4212676962676963,0.3831050228310502,0.3824200913242009,0.3959092361776925,0.36620689655172417,0.3306306306306306
0.37981220657276993,0.3794642857142857,0.3868544600938967,0.3277886497064579,0.3223809523809524,0.36388622563119205,0.38972602739726026,0.3326530612244898,0.33918918918918917,0.3223776223776224,0.36461187214611873,0.37666666666666665,0.3857471264367816,0.39530332681017616,0.2824302134646962,0.3709523809523809,0.43179929689996804,0.39999999999999997,0.33095238095238094,0.3654501216545012,0.37342342342342344,0.34976851851851853,0.37318632150846914,0.3664302600472813,0.3826692581794623,0.3546469622331691,0.3408983451536643,0.3234718000675447,0.3243055555555555,0.3658128078817734
0.378345498783455,0.3011904761904762,0.32829931972789117,0.345568783068783,0.2666316526610644,0.3298611111111111,0.3226107226107226,0.3034965034965035,0.2979310344827586,0.2764285714285714,0.376818783068783,0.2970802919708029,0.3763593380614657,0.3261574074074074,0.2867538564721663,0.30547263681592035,0.35889550264550263,0.3511111111111111,0.404062604062604,0.3232843137254902,0.42453703703703705,0.3365861837692824,0.3552511415525114,0.36846560846560844,0.32904424181019926,0.3875170068027211,0.36762589928057554,0.37491373360938574,0.3845578231292517,0.34109224109224107
0.4432804232804233,0.44987834549878347,0.30657427149964467,0.310261569416499,0.33885281385281385,0.3827085444106721,0.33785714285714286,0.2930483142161974,0.39642012833502194,0.31565126050420167,0.36714628297362106,0.33483709273182954,0.31621808143547275,0.39186085781830465,0.41904761904761906,0.31744791666666666,0.33695652173913043,0.3486005089058524,0.3902380952380952,0.40596146855688836,0.3841041452552244,0.2892857142857143,0.3745018574805809,0.28095238095238095,0.3081192189105858,0.3443409247757074,0.3284313725490196,0.3922174840085288,0.3999289267945984,0.34728132387706856
0.3224175824175824,0.3810597923379878,0.3432933478735005,0.3829336114007647,0.3514136904761905,0.39051199427139277,0.347688060731539,0.31989010989010985,0.46338854382332645,0.3732004429678848,0.32291880781089416,0.3930735930735931,0.30010660980810233,0.3843537414965986,0.4270433546552949,0.33848238482384824,0.34676616915422886,0.4032620922384702,0.3813375350140056,0.35064247921390773,0.32992700729927005,0.2884150675195451,0.43688750862663905,0.3256991685563114,0.3412577244638313,0.4007518796992481,0.38766879886282873,0.41326007326007325,0.3852747252747252,0.37564234326824253
0.37682789651293586,0.3518896447467876,0.38117735283089615,0.40268077601410934,0.31207897793263645,0.3294270833333333,0.38731343283582087,0.36479190101237347,0.39080086580086576,0.46754285714285715,0.3393311523082515,0.37377173091458804,0.37684981684981683,0.4190120824449182,0.3911721611721612,0.3774521774521774,0.3797069597069597,0.33181108508977364,0.4016741071428571,0.3897849462365592,0.3263681592039801,0.3209671465485419,0.37882395382395384,0.3982825917252147,0.35094130675526025,0.3363971945367294,0.3905860805860806,0.3864823348694316,0.4030197444831591,0.36219119226638025
0.363231850117096,0.4063364055299539,0.39550909794812233,0.39904023624953855,0.36075396825396827,0.37603561749903214,0.40102564102564103,0.3859484777517564,0.38870431893687707,0.4417344173441734,0.312710911136108,0.3341076267905536,0.4269201228878648,0.3878348214285714,0.36731950844854067,0.380952380952381,0.3783824640967498,0.33049219687875153,0.35589383294301324,0.35200828157349895,0.39864468864468866,0.3668571428571428,0.4361079865016873,0.39302134646962233,0.4008517228029423,0.38722415795586523,0.3874015748031496,0.3645320197044335,0.43628899835796386,0.3719047619047619
0.4178981937602627,0.4430172068827531,0.41338259441707714,0.38873403019744485,0.3680451127819549,0.36134453781512604,0.3771889400921659,0.34612836438923394,0.4486943164362519,0.43416875522138676,0.41517615176151756,0.3384679089026915,0.4068827531012405,0.3866510538641686,0.3887409200968523,0.3715175789942145,0.37576112412177987,0.3184155077960388,0.3963276836158192,0.4514991181657848,0.3685483870967742,0.3242096838735494,0.44065328610783155,0.3151008151008151,0.40133171912832927,0.3999206349206349,0.39891598915989157,0.39562074829931976,0.46864006864006863,0.35496812898387703
0.40283140283140284,0.360703933747412,0.4245522062035823,0.45451977401129945,0.3503713411970293,0.36892230576441104,0.3729620661824051,0.36981214504150284,0.41603174603174603,0.4262560069899519,0.42315270935960586,0.3910822510822511,0.35474083438685206,0.34926108374384235,0.4071846282372598,0.3961127308066083,0.3693528693528694,0.36173001310615993,0.4646860514117151,0.4061157796451914,0.36592775041050907,0.37493734335839596,0.3531609195402299,0.383587609801202,0.3939014202172097,0.37905604719764013,0.382953181272509,0.3466756513926325,0.3992140545538604,0.3581660763478945
0.40251831501831503,0.3773809523809523,0.43352573352573354,0.4034555415086388,0.37714285714285717,0.35909090909090907,0.3854193004635482,0.4601941747572815,0.3925595238095238,0.4093837535014005,0.405963105963106,0.3777930402930403,0.3898645696810834,0.3304590304590304,0.42522045855379187,0.4632872503840245,0.43843843843843844,0.37184065934065935,0.48530997304582213,0.4374503968253968,0.4148434148434148,0.40689808633733865,0.39294372294372293,0.43581146744412047,0.376969696969697,0.374421768707483,0.42943349753694576,0.36767676767676766,0.46205203730976924,0.4225585149313963
0.3925871379479627,0.3634766527970411,0.39569402228976697,0.4224744103248776,0.36806156806156803,0.42317460317460315,0.3886515353805073,0.4535100638193421,0.47792612372051624,0.4142857142857143,0.45067036523347204,0.3741702741702742,0.44139556812824143,0.359546485260771,0.39833564493758666,0.3977272727272727,0.38796296296296295,0.4007288629737609,0.4196190476190476,0.40303030303030307,0.41637188208616777,0.3882108183079057,0.37092490842490844,0.4476190476190476,0.3782246879334258,0.43074021687883074,0.3963534963534963,0.42208713272543064,0.4567242281527996,0.4350041771094402
0.39888888888888885,0.40790378006872846,0.3855002675227394,0.4196248196248196,0.40217831813576493,0.4544011544011544,0.38996265172735756,0.39667178699436767,0.441047619047619,0.4652329749103943,0.46423611111111107,0.35377846790890266,0.4501683501683501,0.42528571428571427,0.4496741854636591,0.4152263374485597,0.4088637435172089,0.4259549973835688,0.46149513568868405,0.4249128919860627,0.3923712342079689,0.3565046637211586,0.4175681923254738,0.4589490968801314,0.43487103174603176,0.4158902691511387,0.4007256235827664,0.4482075976457999,0.4123924268502582,0.40216049382716046
0.36539313399778517,0.40597771023302937,0.39259896729776245,0.3888016745159602,0.38645502645502644,0.4447204968944099,0.40881458966565354,0.4485930735930736,0.48066083576287655,0.4540395933654361,0.4095238095238095,0.3527554842161584,0.44358974358974357,0.31245421245421245,0.45896201177100054,0.4026383526383526,0.4006448412698413,0.45615763546798027,0.46721401204159824,0.4341587301587302,0.33632958801498125,0.3767537122375832,0.42976190476190473,0.46624999999999994,0.4431216931216931,0.40464852607709745,0.4142371234207969,0.3997677119628339,0.4261278195488722,0.43557422969187676
0.42606516290726815,0.390155163188871,0.3875828812537673,0.3855442176870748,0.3939495798319328,0.4454844006568144,0.44323167469234886,0.44656084656084655,0.4420807453416149,0.45515873015873015,0.37713109935332156,0.3691336775674125,0.43876750700280115,0.377832512315271,0.44392156862745097,0.4505602240896358,0.38461959496442255,0.476249265138154,0.43982142857142853,0.4808182427900738,0.4234030197444832,0.3317099567099567,0.4123060460139112,0.45375081539465095,0.4638655462184874,0.43766788766788767,0.4333850931677019,0.44157509157509156,0.4710932260228035,0.4373588610702013
0.42567287784679086,0.38554006968641114,0.43269841269841264,0.4335119047619047,0.4247501469723692,0.4526823387582881,0.36660787771898884,0.3871366728509586,0.45127353266888154,0.45652442795299936,0.4593650793650793,0.3883062085593731,0.4159318048206937,0.36643717728055075,0.4154285714285714,0.500151171579743,0.36097560975609755,0.4763784461152882,0.43923809523809526,0.5151041666666667,0.3959273182957393,0.3904761904761904,0.45348432055749127,0.4980099502487562,0.47160714285714284,0.41793868232224396,0.46283524904214557,0.4601609657947686,0.4703781512605042,0.4296180010465725
0.45018896447467877,0.42040816326530617,0.47820254862508377,0.3538812785388128,0.4389097744360902,0.42546296296296293,0.3587936507936508,0.41656881930854534,0.4825396825396825,0.4512925170068027,0.45797101449275357,0.4940952380952381,0.368,0.4328511151295962,0.4499319727891156,0.47110016420361245,0.31804511278195485,0.47800134138162303,0.48737060041407865,0.38639455782312926,0.42615694164989937,0.3493670886075949,0.45926640926640927,0.46242559523809523,0.43777348777348774,0.44401154401154397,0.4632569077013522,0.3730848861283644,0.4498829039812646,0.42953514739229026
0.4394319131161236,0.3841698841698841,0.4485294117647059,0.42655122655122657,0.4247354497354497,0.431272210376688,0.41081632653061223,0.4630419331911869,0.44412698412698415,0.4524565381708239,0.4708909370199693,0.43272971160295104,0.38343685300207037,0.37258687258687256,0.3705069124423963,0.4659611992945326,0.412133072407045,0.45677083333333335,0.462987012987013,0.43236151603498546,0.43722943722943725,0.37606177606177604,0.4372586872586872,0.44111111111111106,0.405728088336784,0.41213517665130567,0.4027027027027027,0.43970695970695967,0.4540517961570593,0.4316455696202532
0.3854395604395604,0.4329068941009239,0.49574314574314565,0.3634920634920635,0.4194677871148459,0.4275565964090554,0.44967032967032966,0.4578125,0.3976535541752933,0.39562841530054643,0.512781954887218,0.42893217893217894,0.4827838827838828,0.38776455026455026,0.39482038429406846,0.40857142857142853,0.37254901960784315,0.4438888888888889,0.5145880574452003,0.41028138528138525,0.44293394777265743,0.4305442176870748,0.43567874911158494,0.44638752052545155,0.46386999244142096,0.47216748768472905,0.4714965986394558,0.4640967498110355,0.44642857142857145,0.42661448140900193
0.38592592592592595,0.4279120879120879,0.5112903225806451,0.4503896103896104,0.5018759018759018,0.4956486042692939,0.42217017954722874,0.44682539682539685,0.3852678571428571,0.4120300751879699,0.4617316017316017,0.4583333333333333,0.4441061670569867,0.436996336996337,0.35228571428571426,0.4544973544973545,0.43452380952380953,0.4293506493506493,0.44,0.4747619047619048,0.4376916868442292,0.346875,0.4205069124423963,0.45608465608465604,0.4576112412177986,0.4461734693877551,0.5095238095238096,0.5013136288998358,0.4256769374416433,0.4350771294433266
0.5178266178266179,0.4186440677966102,0.46166263115415657,0.4199047619047619,0.4352229780801209,0.4714285714285714,0.4152709359605911,0.5156814449917898,0.43454398708635994,0.4718694885361552,0.4650494159928122,0.3995157384987893,0.4472013366750209,0.4612135176651306,0.4016210739614995,0.4454123112659698,0.4092063492063492,0.4633333333333334,0.47986633249791144,0.5054054054054054,0.4140306122448979,0.4050040355125101,0.43431855500821015,0.4331501831501831,0.45311986863711,0.43744164332399627,0.44637002341920373,0.5,0.4643892339544513,0.48024164889836535
0.3754689754689755,0.43901420217209686,0.47886382623224727,0.4192502532928065,0.44366424535916055,0.4372866127583108,0.4149911816578483,0.4886904761904762,0.38013136288998356,0.4756190476190476,0.3936831875607386,0.4952380952380952,0.43580246913580245,0.41283292978208236,0.37721088435374145,0.4378378378378378,0.33112874779541446,0.46397515527950306,0.4938005390835579,0.4438095238095238,0.4633423180592992,0.4143722943722944,0.48778077268643305,0.46238095238095234,0.4632275132275132,0.4461697722567287,0.4275324675324675,0.5071895424836601,0.42923588039867105,0.4831443688586545
