Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient
0.18662280701754386,0.28771929824561404,0.26907894736842103,0.2870614035087719,0.22785087719298244,0.2758771929824561,0.1930137844611529,0.23442982456140352,0.21140350877192982,0.23793859649122806,0.1954887218045113,0.21403508771929824,0.2164473684210526,0.225,0.19210526315789472,0.18408521303258146,0.27149122807017545,0.1613408521303258,0.24104010025062658,0.2552631578947368,0.1949561403508772,0.2364035087719298,0.218640350877193,0.16885964912280702,0.25899122807017544,0.23135964912280702,0.2037280701754386,0.14364035087719298,0.18486842105263157,0.1899122807017544
0.22280701754385965,0.2723684210526316,0.23399122807017542,0.25540838852097125,0.2208333333333333,0.26688596491228067,0.21713659147869677,0.25416666666666665,0.24078947368421053,0.24057017543859646,0.22989593188268687,0.21403508771929824,0.22521929824561404,0.2157894736842105,0.18552631578947368,0.18408521303258146,0.2517543859649123,0.16770050125313282,0.24104010025062658,0.23289473684210527,0.19714912280701755,0.2780075187969925,0.23399122807017542,0.15350877192982457,0.24276315789473682,0.19780701754385965,0.22785087719298244,0.18092105263157895,0.17543859649122806,0.1824561403508772
0.21842105263157896,0.2679824561403509,0.2537280701754386,0.2747203579418344,0.2125,0.26644736842105265,0.20397869674185462,0.22982456140350874,0.2157894736842105,0.26403508771929823,0.1971875998721636,0.2425438596491228,0.2133771929824561,0.2600441501103753,0.14912280701754385,0.2345238095238095,0.2995614035087719,0.17537593984962407,0.22349624060150375,0.22894736842105262,0.2168859649122807,0.23333333333333334,0.22258771929824564,0.15350877192982457,0.23618421052631577,0.24780701754385964,0.2081140350877193,0.19188596491228072,0.17785087719298245,0.16359649122807018
0.2293859649122807,0.3030701754385965,0.2388157894736842,0.29149888143176733,0.2236842105263158,0.26206140350877194,0.23029448621553886,0.24533208020050126,0.2125,0.23135964912280702,0.2007722007722008,0.2473684210526316,0.22763157894736843,0.2958057395143488,0.19890350877192983,0.1994360902255639,0.2712719298245614,0.18414786967418548,0.22349624060150375,0.25087719298245614,0.2094298245614035,0.28596491228070176,0.22142857142857145,0.14780701754385964,0.22741228070175437,0.19473684210526315,0.2081140350877193,0.18596491228070175,0.1581140350877193,0.19429824561403508
0.18771929824561404,0.28750000000000003,0.21995614035087718,0.2729306487695749,0.2581140350877193,0.26710526315789473,0.23906641604010023,0.2493421052631579,0.22785087719298244,0.22587719298245615,0.19942084942084942,0.27456140350877195,0.23004385964912283,0.2260485651214128,0.1682017543859649,0.22355889724310776,0.2888157894736842,0.20454260651629072,0.2344611528822055,0.2552631578947368,0.1962719298245614,0.24539473684210525,0.22142857142857145,0.15175438596491228,0.2394736842105263,0.23004385964912283,0.2125,0.15570175438596492,0.15592105263157893,0.18793859649122807
0.19688888888888886,0.27653508771929824,0.24035087719298245,0.2539149888143177,0.23070175438596488,0.31030701754385964,0.21384711779448623,0.2574561403508772,0.21030701754385964,0.23289473684210527,0.21992225461613218,0.2164473684210526,0.21206140350877192,0.2523489932885906,0.18399122807017543,0.20426065162907267,0.27785087719298246,0.24050751879699248,0.2554399243140965,0.23004385964912283,0.2026315789473684,0.22807017543859648,0.22850877192982458,0.1655701754385965,0.23618421052631577,0.20921052631578949,0.24320175438596492,0.15899122807017543,0.19100877192982454,0.15043859649122807
0.23800000000000002,0.29342105263157897,0.29517543859649126,0.2595078299776286,0.2495614035087719,0.2598684210526316,0.22919799498746865,0.2598684210526316,0.21425438596491225,0.20614035087719298,0.2418390804597701,0.22152255639097743,0.22850877192982458,0.26598639455782314,0.14407894736842106,0.21083959899749372,0.28793859649122805,0.29467418546365914,0.28237149164301484,0.2552631578947368,0.19845474613686534,0.2548245614035088,0.2388157894736842,0.16970551378446114,0.250219298245614,0.19183222958057394,0.2037280701754386,0.20394736842105263,0.17127192982456138,0.14495614035087717
0.2384787472035794,0.32982456140350874,0.2594298245614035,0.27136465324384784,0.19999999999999998,0.30723684210526314,0.27393483709273186,0.25614035087719295,0.2723684210526316,0.23355263157894737,0.19839080459770114,0.24166666666666667,0.23530701754385963,0.26258503401360545,0.19736842105263158,0.2207080200501253,0.25921052631578945,0.23295490381583098,0.2649089165867689,0.26403508771929823,0.19239373601789708,0.1962719298245614,0.2535087719298246,0.18201754385964913,0.24276315789473682,0.234009009009009,0.2037280701754386,0.20921052631578949,0.1581140350877193,0.1482456140350877
0.23378684807256236,0.31842105263157894,0.28933333333333333,0.2697986577181208,0.22543859649122808,0.32960526315789473,0.24492063492063493,0.2682017543859649,0.250219298245614,0.2911699779249448,0.252183908045977,0.27521929824561403,0.25723684210526315,0.24217687074829933,0.1682017543859649,0.20491854636591478,0.2802631578947368,0.24109939277724513,0.24857782038990092,0.2682017543859649,0.1939189189189189,0.26096491228070173,0.24605263157894736,0.23026315789473684,0.26162280701754387,0.15958904109589042,0.21676065162907268,0.18399122807017543,0.1756578947368421,0.12631578947368421
0.21337868480725625,0.2870614035087719,0.274,0.3058165548098434,0.19890350877192983,0.304,0.2617769255353148,0.22481203007518796,0.25723684210526315,0.22715231788079468,0.23908045977011494,0.25219298245614036,0.20241228070175438,0.23378995433789954,0.20526315789473684,0.24329573934837093,0.2703947368421053,0.2033365727243278,0.2543114543114543,0.306359649122807,0.2406392694063927,0.17982456140350878,0.2081140350877193,0.18135964912280703,0.23464912280701752,0.2457471264367816,0.24342105263157895,0.18048245614035088,0.16907894736842105,0.14714912280701756
