Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient,Clustering Coefficient
0.18521303258145363,0.22039473684210525,0.17149122807017544,0.21008771929824563,0.15592105263157893,0.21293859649122807,0.17487468671679196,0.25394736842105264,0.18311403508771928,0.1552005012531328,0.22672305764411027,0.19802631578947366,0.15548245614035086,0.23508771929824562,0.17171052631578945,0.25921052631578945,0.17108395989974937,0.2679824561403509,0.21995614035087718,0.21184210526315791,0.19649122807017544,0.22653508771929823,0.19671052631578947,0.2421052631578947,0.3049812030075188,0.2675438596491228,0.1969298245614035,0.22346491228070176,0.19517543859649122,0.2107456140350877
0.21679197994987467,0.19188596491228072,0.16600877192982458,0.23442982456140352,0.18092105263157895,0.2162280701754386,0.18530701754385967,0.24890350877192985,0.23048245614035087,0.1552005012531328,0.25172305764411024,0.23771929824561402,0.1901315789473684,0.2719298245614035,0.14539473684210524,0.2657894736842105,0.23511904761904764,0.2537280701754386,0.22982456140350874,0.21184210526315791,0.2348684210526316,0.23201754385964912,0.2050438596491228,0.23333333333333334,0.30278822055137844,0.26973684210526316,0.1844298245614035,0.2442982456140351,0.21052631578947367,0.2421052631578947
0.23455513784461152,0.16710526315789473,0.18135964912280703,0.2548245614035088,0.1638157894736842,0.24078947368421053,0.2017543859649123,0.22258771929824564,0.19407894736842105,0.19467418546365914,0.24755639097744359,0.26688596491228067,0.19605263157894737,0.2267543859649123,0.18486842105263157,0.26688596491228067,0.2206453634085213,0.2513157894736842,0.23311403508771927,0.23706140350877192,0.2576754385964912,0.21052631578947367,0.21403508771929824,0.24320175438596492,0.3306390977443609,0.24944812362030905,0.2135964912280702,0.2530701754385965,0.21600877192982457,0.23442982456140352
0.21062030075187968,0.2212719298245614,0.17258771929824562,0.25877192982456143,0.1708333333333333,0.28004385964912276,0.22933333333333333,0.30501419110690636,0.21228070175438596,0.1894110275689223,0.27014411027568924,0.2366890380313199,0.1671111111111111,0.25109649122807015,0.19144736842105262,0.3254385964912281,0.26472431077694236,0.2535087719298246,0.23750000000000002,0.20964912280701756,0.2206140350877193,0.22236842105263155,0.19583333333333333,0.23530701754385963,0.2927005012531328,0.24666666666666667,0.22847682119205298,0.2475877192982456,0.2192982456140351,0.23333333333333334
0.2494674185463659,0.21228070175438596,0.17478070175438595,0.27346491228070174,0.1817982456140351,0.23925438596491228,0.18755555555555556,0.2596825396825397,0.22697368421052633,0.18041979949874687,0.2730263157894737,0.22774049217002235,0.1939189189189189,0.27631578947368424,0.18486842105263157,0.3144736842105263,0.20551378446115287,0.2513157894736842,0.2603070175438596,0.21184210526315791,0.23815789473684212,0.2519736842105263,0.21600877192982457,0.22653508771929823,0.2869674185463659,0.24222222222222223,0.24922737306843268,0.28157894736842104,0.22785087719298244,0.24978070175438596
0.26964285714285713,0.2220238095238095,0.19429824561403508,0.2677777777777778,0.18524436090225563,0.2739035087719298,0.1704954954954955,0.25923423423423425,0.21162280701754385,0.18656015037593984,0.27750626566416037,0.24671201814058957,0.21859410430839002,0.23903508771929827,0.17487468671679196,0.2732456140350877,0.23950501253132833,0.25711111111111107,0.2445175438596491,0.24298245614035086,0.22719298245614034,0.23596491228070177,0.2131578947368421,0.22777777777777777,0.34160401002506263,0.2803131991051454,0.2751111111111111,0.28289473684210525,0.2504444444444444,0.23311403508771927
0.29639724310776944,0.25773809523809527,0.1986754966887417,0.272562358276644,0.1943609022556391,0.28155555555555556,0.22702702702702704,0.2587301587301587,0.22785087719298244,0.2076631977294229,0.2882832080200501,0.20958904109589038,0.1813793103448276,0.34342105263157896,0.2210526315789474,0.25263157894736843,0.25776942355889726,0.29414414414414414,0.23092105263157894,0.30043859649122806,0.24583333333333335,0.25877192982456143,0.23289473684210527,0.21688888888888888,0.34718045112781953,0.2599099099099099,0.254875283446712,0.2666040100250627,0.23536036036036037,0.23112582781456953
0.3176691729323308,0.2719298245614035,0.17278911564625848,0.24413793103448275,0.1819750719079578,0.27342342342342346,0.21369863013698628,0.2639269406392694,0.28195488721804507,0.2077142857142857,0.3031015037593985,0.24282407407407408,0.20758620689655174,0.3206140350877193,0.2087248322147651,0.3534920634920635,0.250031328320802,0.28435374149659864,0.23684210526315788,0.28991228070175434,0.2677631578947368,0.256265664160401,0.22741228070175437,0.2024608501118568,0.33674812030075185,0.2857142857142857,0.2206349206349206,0.24671052631578946,0.23378995433789954,0.25346756152125277
0.30463406839245766,0.2637531328320802,0.18310502283105023,0.26167166167166167,0.2078717201166181,0.29011741682974557,0.22876712328767124,0.23657407407407405,0.25822222222222224,0.18889961389961388,0.2727936507936508,0.26296296296296295,0.17769953051643192,0.3349310776942356,0.19436936936936935,0.3241956241956242,0.262750626566416,0.2735159817351598,0.2482456140350877,0.2837719298245614,0.2932017543859649,0.28079470198675494,0.2967105263157895,0.2532438478747204,0.3451127819548872,0.2837962962962963,0.23401360544217686,0.2693922305764411,0.27129629629629626,0.2431145431145431
0.31677852348993285,0.3098370927318296,0.1776255707762557,0.2491725768321513,0.21310344827586206,0.2676518883415435,0.20185185185185184,0.23568075117370893,0.2899009268136785,0.20176125244618395,0.28915701415701417,0.2553240740740741,0.22018779342723005,0.34232456140350875,0.21448275862068963,0.3421171171171171,0.2886278195488722,0.29310344827586204,0.2565789473684211,0.2890350877192982,0.31719924812030076,0.2822072072072072,0.2726347117794486,0.24340044742729305,0.3420112781954887,0.2606060606060606,0.23945578231292514,0.2829887218045113,0.23981481481481481,0.2520246193715581
